nom,distance,ascension_droite,declinaison,masse,temperature,type
Kepler-1193 b,821.085,19 12 34.7523,+51 16 32.2828,,,planet
Kepler-1380 b,,19 12 27.8540,+42 26 25.5039,,,planet
HAT-P-46 b,296.0,18 01 46.6086,-02 58 15.4595,0.493,1458.0,planet
HAT-P-46 c,296.0,18 01 46.6086,-02 58 15.4595,2.0,,planet
Kepler-33 b,917.8,19 16 18.6100,+46 00 18.8134,,1349.8,planet
Kepler-33 c,917.8,19 16 18.6100,+46 00 18.8134,0.00252,1018.5,planet
Kepler-33 d,917.8,19 16 18.6100,+46 00 18.8134,0.01478,861.5,planet
Kepler-33 e,917.8,19 16 18.6100,+46 00 18.8134,0.02108,759.5,planet
Kepler-33 f,917.8,19 16 18.6100,+46 00 18.8134,0.03618,697.5,planet
K2-215 b,473.1,01 13 52.8257,+06 07 26.0801,,,planet
KELT-24 b,96.03,10 47 38.3510,+71 39 21.1567,5.18,1459.0,planet
Kepler-1814 c,726.346,19 00 52,+41 16 57,0.0118,1711.0,planet
Kepler-1814 b,726.346,19 00 52,+41 16 57,0.0195,1022.0,planet
HD 124330 b,60.1977,14 11 17.2321,+54 24 32.8908,0.75,,planet
Kepler-1514 b,389.3,19 30 31,+37 51 36,5.28,388.0,planet
Kepler-1514 c,389.3,19 30 31,+37 51 36,,1066.0,planet
Qatar-3 b,751.0,23 56 36.48,+36 12 46.7,4.31,6007.0,planet
HD 24040 b,46.6224,03 50 23,+17 28 31,3.86,,planet
HD 24040 c,46.6224,03 50 23,+17 28 31,0.201,,planet
Kepler-1023 b,708.165,19 16 07.1438,+49 46 11.0001,,,planet
Kepler-1584 b,1476.67,19 11 03.0417,+43 16 27.9578,,,planet
HD 142415 b,34.2,15 57 40.7918,-60 12 00.9227,1.62,250.5,planet
Kepler-1638 b,1595.15,19 41 55.7671,+48 31 27.9995,,,planet
Kepler-632 b,,19 49 00.6168,+40 17 18.9571,,,planet
TOI-3688 A b,396.378,02 37 08,+54 51 04,0.98,1534.0,planet
HD 131496 b,110.0,14 53 23.0283,+18 14 07.4713,2.2,321.8,planet
Kepler-1006 b,,19 43 00.9991,+42 32 14.5672,,,planet
HAT-P-7 b,320.0,19 28 59,+47 58 10,1.709,2733.0,planet
Kepler-228 d,1736.95,19 45 08.6683,+48 13 28.8016,,,planet
Kepler-228 c,1736.95,19 45 08.6683,+48 13 28.8016,,,planet
Kepler-228 b,1736.95,19 45 08.6683,+48 13 28.8016,,,planet
Kepler-777 b,448.712,18 50 53.7750,+44 20 47.3091,,,planet
Kepler-769 b,1209.34,19 30 51.1448,+38 21 29.5125,,,planet
Kepler-769 c,1209.34,19 30 51.1448,+38 21 29.5125,,,planet
eps Coronae Borealis b,67.9,15 57 35.25147,+26 52 40.3635,6.7,,planet
DMPP-4 b,25.3284,19 34 20,+51 14 09,0.03839,,planet
Kepler-1206 b,778.452,19 43 45.2132,+49 47 28.1032,,,planet
DE CVn b,30.55,13 26 53.2714,+45 32 46.6870,12.0,,planet
Kepler-1936 b,871.096,19 22 55,+44 50 10,0.032,524.0,planet
KELT-8 b,236.0,18 53 13.3242,+24 07 38.5772,0.867,1675.0,planet
HD 128311 b,16.6,14 36 00.5607,+09 44 47.4536,1.83,177.7,planet
HD 128311 c,16.6,14 36 00.5607,+09 44 47.4536,3.2,140.7,planet
Kepler-677 b,,19 20 23.5399,+50 19 17.8113,,,planet
Kepler-902 b,1204.82,19 18 55.6049,+46 57 13.8272,,,planet
Kepler-959 b,826.788,19 28 41.0831,+40 48 40.9814,,,planet
Kepler-1094 b,1338.33,19 29 12.3012,+38 16 01.2783,,,planet
Kepler-241 b,595.71,19 31 39.1456,+41 03 39.3398,,,planet
Kepler-241 c,595.71,19 31 39.1456,+41 03 39.3398,,,planet
TOI-3331 A b,217.193,18 05 18,-34 06 26,2.27,1488.0,planet
Kepler-1641 b,881.912,19 45 26.2653,+41 34 28.3301,,,planet
Kepler-1641 c,881.912,19 45 26.2653,+41 34 28.3301,,,planet
HD 79498 b,49.0,09 15 09.4023,+23 22 31.9770,1.34,149.6,planet
Kepler-696 b,1474.71,19 33 59.1851,+41 08 15.3593,,,planet
Kepler-49 b,385.34,19 29 10.6953,+40 35 30.4578,,,planet
Kepler-49 c,385.34,19 29 10.6953,+40 35 30.4578,,,planet
Kepler-49 d,385.34,19 29 10.6953,+40 35 30.4578,,,planet
Kepler-49 e,385.34,19 29 10.6953,+40 35 30.4578,,,planet
WASP-127 b,160.2,10 42 14.0835,-03 50 06.2598,0.18,,planet
EPIC 203826436 b,1768.0,16 13 48.2444,-24 47 13.4278,,,planet
EPIC 203826436 c,1768.0,16 13 48.2444,-24 47 13.4278,,,planet
EPIC 203826436 d,1768.0,16 13 48.2444,-24 47 13.4278,,,planet
HD 96167 b,84.0,11 05 15.0687,-10 17 28.6946,0.68,293.2,planet
Kepler-818 b,948.947,19 44 56.4310,+39 22 13.1827,,,planet
MOA-2010-BLG-477L b,2300.0,18 06 07.44,-31 27 16.12,1.5,,planet
Kepler-357 d,926.37,19 24 58.3359,+44 00 31.3482,,,planet
Kepler-357 b,926.37,19 24 58.3359,+44 00 31.3482,,,planet
Kepler-357 c,926.37,19 24 58.3359,+44 00 31.3482,,,planet
KOI-2113 b,999.5,19 35 17.8273,+42 46 46.8815,,,planet
KOI-2113 c,999.5,19 35 17.8273,+42 46 46.8815,,,planet
TOI-470 b,130.46,06 16 02,-25 01 53,0.0546,660.0,planet
KMT-2019-BLG-0953L b,7200.0,17 57 21,-28 40 29,0.04877,,planet
HATS-7 b,257.0,13 55 25.6669,-21 12 27.7226,0.12,,planet
Kepler-1698 b,223.78,19 33 23,+39 15 28,,,planet
Kepler-387 b,738.47,19 11 11.5647,+45 39 24.2396,,,planet
Kepler-387 c,738.47,19 11 11.5647,+45 39 24.2396,,,planet
Kepler-1344 b,875.427,19 08 20.7072,+46 56 44.9902,,,planet
HD 183263 b,54.02,19 28 24.5718,+08 21 29.0043,3.635,,planet
HD 183263 c,54.02,19 28 24.5718,+08 21 29.0043,9.0,,planet
WASP-13 b,155.0,09 20 24.7143,+33 52 56.6997,0.5,1203.3,planet
Kepler-222 b,891.55,19 11 37.4603,+46 56 15.9075,,,planet
Kepler-222 d,891.55,19 11 37.4603,+46 56 15.9075,,,planet
Kepler-222 c,891.55,19 11 37.4603,+46 56 15.9075,,,planet
HATS-13 b,476.0,21 07 50.7511,-26 05 48.0338,0.543,1244.0,planet
TOI-1693 b,30.8,06 01 14.00,+34 46 23.00,0.0088,764.0,planet
Kepler-1538 b,1162.66,18 53 22.9664,+45 16 27.8643,,,planet
V391 Peg b,1400.0,22 04 12.1044,+26 25 07.8205,3.2,,planet
Kepler-1922 b,1344.29,19 29 19,+37 59 49,0.0184,740.0,planet
Kepler-1606 b,851.426,19 05 30.7864,+43 04 23.6175,,,planet
TOI-622 b,123.297,08 21 13,-46 29 03,0.303,1388.0,planet
K2-127 b,723.97,13 48 18.8145,-11 35 20.3549,,809.0,planet
Kepler-802 b,798.467,19 04 03.8048,+45 00 27.9588,,,planet
51 Peg b,14.7,22 57 27.9804,+20 46 07.7822,0.46,1260.3,planet
Kepler-584 b,1953.89,19 12 55.3477,+42 24 48.9672,,,planet
GJ 896 A b,6.2545,23 31 52.17898,+19 56 14.1505,2.26,,planet
HD 98736 b,32.48,11 21 49.3424,+18 11 24.0230,2.33,,planet
HD 108341 b,49.4,12 27 31.38999,-71 25 22.7053,3.5,,planet
TOI-1268 b,110.0,13 13 33.00,+62 18 20.00,0.29,,planet
HD 87646 b,135.17,10 06 40.7804,+17 53 42.3458,12.4,,planet
MOA-2011-BLG-291L b,4400.0,17 55 28,-29 10 14,0.05663,,planet
Kepler-693 b,1189.34,18 53 00.8526,+40 21 29.6200,,,planet
Kepler-341 c,1039.88,19 19 26.7756,+43 28 21.9886,,,planet
Kepler-341 d,1039.88,19 19 26.7756,+43 28 21.9886,,,planet
Kepler-341 b,1039.88,19 19 26.7756,+43 28 21.9886,,,planet
Kepler-341 e,1039.88,19 19 26.7756,+43 28 21.9886,,,planet
TOI-237 b,38.11,23 32 58.00,-29 24 54.00,0.009,355.0,planet
Kepler-1821 b,799.699,19 38 06,+49 52 21,0.0228,644.0,planet
K2-123 b,162.36,08 57 46.6064,+21 27 12.7018,,338.0,planet
Kepler-1430 b,483.185,19 18 47.3970,+43 22 19.3776,,,planet
K2-227 b,277.9,12 43 47.6397,-08 28 41.8442,,,planet
Kepler-278 b,511.95,19 20 25.7274,+38 42 08.0310,,,planet
Kepler-278 c,511.95,19 20 25.7274,+38 42 08.0310,,,planet
WASP-121 b,270.0,07 10 24.0606,-39 05 50.5705,1.183,2358.0,planet
Kepler-1509 b,,18 55 11.4687,+46 55 51.6635,,,planet
Kepler-1646 b,128.061,19 10 06.3361,+42 54 46.4083,,,planet
Kepler-1364 b,,19 40 36.5247,+49 35 15.3952,,,planet
HD 16905 b,39.7401,02 40 03,-61 21 18,9.07864,,planet
EPIC 201393098 b,433.0,11 08 22.5045,-01 03 56.7108,,651.0,planet
OGLE-2018-BLG-0383 b,7700.0,17 54 43.00,-28 44 21.00,0.0201,,planet
Kepler-977 b,578.168,19 26 03.8920,+42 14 53.4412,,,planet
HD 158038 b,103.0,17 25 45.4356,+27 18 11.9461,1.8,381.6,planet
OGLE-2015-BLG-0954L b,1200.0,18 00 44.24,-28 39 39.2,3.4,,planet
WASP-15 b,308.0,13 55 42.7119,-32 09 34.6152,0.542,1511.3,planet
K2-164 b,253.0,11 27 44.0798,+00 03 46.22,,,planet
Kepler-1224 b,568.666,19 06 30.1789,+37 32 14.2967,,,planet
Kepler-1583 b,408.697,19 05 32.8606,+47 00 59.8473,,,planet
Kepler-1717 b,1008.79,19 40 51,+49 33 44,0.029,780.0,planet
WASP-158 b,1136.0,00 16 35.1213,-10 58 35.0979,2.79,1590.0,planet
HD 107148 c,49.4156,12 19 13,-03 19 12,0.0626,,planet
HD 107148 b,49.4156,12 19 13,-03 19 12,0.21,,planet
Kepler-1362 b,746.603,19 14 09.2563,+40 52 37.5667,,,planet
HD 46375 A b,33.4,06 33 12,+05 27 46,0.249,1132.0,planet
HD 45652 b,36.0,06 29 13.1918,+10 56 02.0060,0.47,472.4,planet
Kepler-50 b,269.79,19 12 24.2129,+50 02 01.3708,0.015963,,planet
Kepler-50 c,269.79,19 12 24.2129,+50 02 01.3708,0.026041,,planet
Kepler-232 b,1323.08,19 43 15.8785,+51 07 18.1951,,,planet
Kepler-232 c,1323.08,19 43 15.8785,+51 07 18.1951,,,planet
EPIC 201757695 b,577.6,11 35 45.2405,+04 36 59.2103,,,planet
NY Vir b,613.18,13 38 48,-02 01 49,2.66,,planet
NY Vir c,613.18,13 38 48,-02 01 49,5.54,,planet
HD 39392 b,105.2,05 53 18.9952,+22 04 19.7474,13.2,,planet
K2-357 b,517.687,08 47 45,+16 19 44,0.042,735.0,planet
TOI-4329 b,,21 58 15.00,+71 07 54.00,0.45,,planet
HD 33283 b,86.0,05 08 01.0122,-26 47 50.8940,0.33,695.7,planet
Kepler-1505 b,502.134,19 28 00.4860,+41 47 13.0617,,,planet
TOI-1266 b,36.05,13 11 59.5602,+65 50 01.7034,0.04248,413.0,planet
TOI-1266 c,36.05,13 11 59.5602,+65 50 01.7034,0.00692,344.0,planet
BD-11 4672 b,27.3,18 33 28.8322,-11 38 09.7218,0.65,,planet
BD-11 4672 c,27.3,18 33 28.8322,-11 38 09.7218,0.04836,,planet
Kepler-1835 b,1404.38,18 41 16,+43 59 08,0.0385,808.0,planet
HD 152843 b,107.898,16 55 08.3561,+20 29 28.7937,0.03637,,planet
HD 152843 c,107.898,16 55 08.3561,+20 29 28.7937,,,planet
HD 180902 b,110.0,19 19 17.7078,-23 33 29.3632,1.6,380.7,planet
HD 175607 b,45.27,19 01 05.4888,-66 11 33.6424,0.0283,,planet
HD 175607 c,45.27,19 01 05.4888,-66 11 33.6424,0.11,,planet
HD 212301 b,52.7,22 27 30.9215,-77 43 04.5298,0.45,1541.3,planet
YZ Cet b,3.6,01 12 30.6367,-16 59 56.3613,0.00236,,planet
YZ Cet c,3.6,01 12 30.6367,-16 59 56.3613,0.00308,,planet
YZ Cet d,3.6,01 12 30.6367,-16 59 56.3613,0.00359,,planet
Kepler-1401 b,,19 09 51.8382,+40 45 30.4160,,,planet
Kepler-938 b,,19 39 09.3967,+46 59 02.3740,,,planet
Kepler-1190 b,345.925,18 59 59.9105,+49 28 47.9317,,,planet
KMT-2018-BLG-1743 b,6200.0,18 17 08.00,-26 21 35.00,0.925,,planet
Kepler-1493 b,,19 14 11.8023,+38 33 54.7570,,,planet
GJ 414 A b,11.8893,11 11 06,+30 26 43,0.02391,308.6,planet
GJ 414 A c,11.8893,11 11 06,+30 26 43,0.16937,124.7,planet
TOI-125 b,111.4,01 34 23,-66 40 33,0.02989,1037.0,planet
TOI-125 c,111.4,01 34 23,-66 40 33,0.02086,828.0,planet
TOI-125 d,111.4,01 34 23,-66 40 33,0.04279,638.0,planet
OGLE-2018-BLG-1367L b,5370.0,17 59 01,-29 10 06,0.95,,planet
Kepler-1603 b,,19 41 19.1595,+42 32 05.8981,,,planet
HD 102117 b,42.0,11 44 50.4608,-58 42 13.3564,0.172,719.6,planet
EPIC 201912552 b,34.0,11 30 14.5176,+07 35 18.2572,0.02504,,planet
K2-18 c,34.0,11 30 14.5176,+07 35 18.2572,0.02363,,planet
Kepler-757 b,1101.08,19 46 43.3137,+41 23 11.4436,,,planet
TOI-715 b,42.4048,07 35 25,-73 34 39,0.00951,234.0,planet
Kepler-355 c,1432.65,19 03 11.8688,+42 48 42.3866,,,planet
Kepler-355 b,1432.65,19 03 11.8688,+42 48 42.3866,,,planet
Kepler-1690 b,718.3,19 12 38,+41 52 41,,,planet
K2-294 b,377.04,23 28 12.3956,-07 36 13.2953,,1425.0,planet
HD 86950 b,169.0,10 01 37.6089,-17 19 58.8869,3.6,,planet
WASP-98 b,284.1,03 53 42.9206,-34 19 41.5855,0.83,1180.0,planet
Kepler-26 b,482.39,18 59 45.8407,+46 33 59.4380,0.016097,,planet
Kepler-26 c,482.39,18 59 45.8407,+46 33 59.4380,0.019492,,planet
Kepler-26 d,482.39,18 59 45.8407,+46 33 59.4380,,,planet
Kepler-26 e,482.39,18 59 45.8407,+46 33 59.4380,,,planet
Kepler-1408 b,543.39,18 50 47.9821,+45 25 32.8066,,,planet
HD 14067 b,142.6,02 17 10.4397,+23 46 04.1920,7.8,,planet
Kepler-812 b,1549.19,19 15 25.2709,+48 12 30.7458,,,planet
Kepler-1545 b,745.379,19 55 35.7094,+47 27 47.1379,,,planet
Kepler-218 c,675.18,19 41 39.0786,+46 15 59.3649,,,planet
Kepler-218 b,675.18,19 41 39.0786,+46 15 59.3649,,,planet
Kepler-218 d,675.18,19 41 39.0786,+46 15 59.3649,,,planet
OGLE-2016-BLG-0613L AB b,3410.0,17 57 02.50,-28 06 58.2,4.18,,planet
CoRoT-21 b,1398.8,06 44 12.6302,-00 17 56.9870,2.26,1867.0,planet
Kepler-239 b,684.6,19 36 48.5078,+40 39 48.2729,,,planet
Kepler-239 c,684.6,19 36 48.5078,+40 39 48.2729,,,planet
Kepler-1292 b,,18 59 37.3742,+43 56 56.8655,,,planet
HAT-P-13 b,214.0,08 39 31.8073,+47 21 07.2756,0.85,1504.3,planet
HAT-P-13 c,214.0,08 39 31.8073,+47 21 07.2756,14.5,276.2,planet
HD 95127 b,327.0,10 59 35.08667,+43 48 52.0823,5.01,,planet
Gamma Leonis b,38.5,10 19 58.427,+19 50 28.53,8.78,,planet
WASP-133 b,547.0,20 58 18.0896,-35 47 47.7129,1.16,1790.0,planet
Kepler-869 b,965.437,19 17 41.9012,+50 59 38.7915,,,planet
Kepler-378 b,154.57,19 39 47.6677,+46 26 19.1437,,,planet
Kepler-378 c,154.57,19 39 47.6677,+46 26 19.1437,,,planet
Kepler-476 b,,19 40 39.3094,+43 57 46.9591,,,planet
Kepler-874 b,1116.45,19 39 49.6484,+43 00 51.5699,,,planet
Kepler-1141 b,398.137,19 22 10.4700,+47 43 33.1758,,,planet
HD 30669 b,57.1,04 48 28.48561,-28 25 09.4699,0.47,,planet
Kepler-1003 b,968.054,19 28 04.9073,+44 52 34.4033,,,planet
Kepler-158 b,345.84,18 56 07.7366,+39 46 52.8629,,,planet
Kepler-158 c,345.84,18 56 07.7366,+39 46 52.8629,,,planet
Kepler-995 b,620.424,18 58 27.7704,+39 07 51.6753,,,planet
Kepler-1065 b,1157.54,19 38 02.7170,+38 47 25.7102,,,planet
Kepler-1065 c,1157.54,19 38 02.7170,+38 47 25.7102,,,planet
HD 31253 b,50.3,04 54 43.65327,+12 21 07.9133,0.5,,planet
HIP 97166 b,66.08,19 44 58.6388,+74 03 45.8533,0.063,757.0,planet
HIP 97166 c,66.08,19 44 58.6388,+74 03 45.8533,9.9,642.0,planet
Kepler-848 b,1435.54,19 33 09.1820,+48 48 41.8224,,,planet
HD 1502 b,159.0,00 19 17.0663,+14 03 17.1213,3.1,412.3,planet
KMT-2019-BLG-0842L b,3320.0,17 53 50,-29 52 39,0.03234,,planet
Kepler-1372 b,1353.36,19 15 32.7897,+44 50 22.3459,,,planet
TOI-2427 b,28.5,03 29 10.00,-31 21 47.00,0.0129,1117.0,planet
HD 89744 A b,40.0,10 22 10,+41 13 46,7.2,,planet
Kepler-631 b,778.938,19 47 32.5802,+40 13 41.5902,,,planet
Kepler-1555 b,,19 10 32.5146,+45 42 57.8142,,,planet
HATS-27 b,840.0,12 54 12.6109,-46 24 44,0.53,,planet
Kepler-284 b,1266.39,19 32 35.1575,+47 43 46.7509,,,planet
Kepler-284 c,1266.39,19 32 35.1575,+47 43 46.7509,,,planet
HD 42618 b,24.36,06 12 00.5669,+06 46 59.0573,0.04531,,planet
KMT-2018-BLG-1976L b,5840.0,17 45 25.00,-35 42 01.00,1.96,,planet
HD 184010 d,60.7993,19 31 22,+26 37 02,0.45,,planet
HD 184010 b,60.7993,19 31 22,+26 37 02,0.31,,planet
HD 184010 c,60.7993,19 31 22,+26 37 02,0.3,,planet
TOI-1670 b,165.72,17 16 04.00,+72 09 40.00,0.0434,1062.0,planet
TOI-1670 c,165.72,17 16 04.00,+72 09 40.00,0.63,684.0,planet
Kepler-932 b,471.921,19 47 48.4952,+43 16 19.0828,,,planet
HAT-P-26 b,134.0,14 12 37.5329,+04 03 36.1176,0.059,907.4,planet
WASP-74 b,120.0,20 18 09.3209,-01 04 32.6103,0.95,1910.0,planet
L 363-38 b,10.2295,00 43 25,-41 17 43,0.01469,330.0,planet
HD 82886 b,125.0,09 35 45.1827,+34 46 50.6728,1.3,382.7,planet
Kepler-109 b,468.1,19 21 34.2535,+40 17 05.4976,,,planet
Kepler-109 c,468.1,19 21 34.2535,+40 17 05.4976,,,planet
Kepler-1598 b,631.114,19 13 52.5833,+46 47 01.2658,,,planet
TOI-269 b,57.023,05 03 23.00,-54 10 40.00,0.0277,531.0,planet
CoRoT-11 b,560.0,18 42 44.9499,+05 56 15.6521,2.49,1593.4,planet
WASP-32 b,278.2,00 15 50.8077,+01 12 01.5868,3.6,1427.6,planet
Kepler-1644 b,,19 01 54.0173,+48 02 05.6714,,,planet
TOI-206 b,47.7,04 54 56.93,-62 31 20.53,0.0069,910.0,planet
Kepler-762 b,,19 25 06.1560,+47 19 46.2429,,,planet
Kepler-1453 b,1238.24,19 04 30.1267,+47 56 51.2269,,,planet
K2-121 b,160.5,08 27 44.8140,+17 34 45.8040,,,planet
GJ 15 A b,3.587,00 18 22.88532,+44 01 22.6282,0.00953,,planet
GJ 15 A c,3.587,00 18 22.88532,+44 01 22.6282,0.11327,,planet
TOI-813 b,265.15,04 50 47,-60 54 20,,610.0,planet
Kepler-1358 b,555.71,19 04 40.9319,+43 00 32.0633,,,planet
CoRoT-4 b,741.6,06 48 46.7133,-00 40 21.9695,0.72,975.6,planet
KOI-1194 b,538.387,19 35 13.0601,+38 38 20.8121,,,planet
KOI-1194 c,538.387,19 35 13.0601,+38 38 20.8121,,,planet
KOI-1194.02,538.387,19 35 13.0601,+38 38 20.8121,,,planet
OGLE-2013-BLG-0341L B b,911.0,17 52 07.49,-29 50 46.0,0.005223,,planet
TOI-4463 A b,173.117,18 37 26,+18 43 48,0.794,1395.0,planet
HIP 41378 b,116.0,08 26 28.00,+10 04 49.00,,,planet
HIP 41378 c,116.0,08 26 28.00,+10 04 49.00,,,planet
HIP 41378 d,116.0,08 26 28.00,+10 04 49.00,,,planet
HIP 41378 e,116.0,08 26 28.00,+10 04 49.00,,,planet
HIP 41378 f,116.0,08 26 28.00,+10 04 49.00,,,planet
HIP 41378 g,116.0,08 26 28.00,+10 04 49.00,0.022,605.0,planet
K2-221 b,344.1,01 06 37.1952,+10 11 22.8507,,,planet
Kepler-952 b,1354.83,19 01 29.2680,+41 59 38.0283,,,planet
Kepler-1139 b,502.285,19 11 46.9470,+39 13 50.0008,,,planet
Kepler-651 b,517.01,19 09 19.8676,+46 12 12.6783,,,planet
Kepler-1934 b,428.514,19 23 41,+37 17 14,0.00221,1700.0,planet
HD 202206 b,46.34,21 14 57.7684,-20 47 21.1623,17.4,277.6,planet
HD 202206 c,46.34,21 14 57.7684,-20 47 21.1623,2.44,159.6,planet
WASP-178 b,418.0,15 09 04.8930,-42 42 17.7891,1.66,2470.0,planet
Kepler-206 c,661.32,19 26 32.3159,+41 50 01.9187,,,planet
Kepler-206 b,661.32,19 26 32.3159,+41 50 01.9187,,,planet
Kepler-206 d,661.32,19 26 32.3159,+41 50 01.9187,,,planet
K2-233 c,67.64,15 21 55.1981,-20 13 53.9874,,728.0,planet
K2-233 d,67.64,15 21 55.1981,-20 13 53.9874,,482.0,planet
K2-233 b,67.64,15 21 55.1981,-20 13 53.9874,,1040.0,planet
WASP-42 b,160.0,12 51 55.5580,-42 04 25.0949,0.5,995.0,planet
K2-393 b,265.914,23 14 04,-00 04 56,0.0193,,planet
Kepler-1263 b,677.736,19 05 56.0701,+46 45 09.4484,,,planet
Kepler-1680 b,313.12,19 48 18,+39 56 02,,,planet
TOI-628 b,178.5,06 37 03.00,+01 46 03.00,6.33,1586.0,planet
Kepler-962 b,416.441,19 41 15.1561,+46 14 14.9841,,,planet
CoRoT-23 b,600.0,18 39 07.8405,+04 21 28.0346,2.8,1508.9,planet
Kepler-1543 b,946.79,19 48 29.8375,+47 02 13.3411,,,planet
2M 0746+20 b,12.21,07 46 42.562,+20 00 32.18,30.0,,planet
HD 199509 b,24.3056,21 09 23,-82 01 39,0.136,,planet
HD 102329 b,229.0,11 46 46.6450,+03 28 27.4582,5.9,,planet
HD 102329 c,229.0,11 46 46.6450,+03 28 27.4582,1.52,,planet
Kepler-885 b,663.702,19 14 38.7788,+49 44 13.9345,,,planet
Kepler-749 b,735.186,19 59 35.3422,+43 54 14.0975,,,planet
Kepler-1341 b,483.582,18 42 02.8133,+44 09 33.7016,,,planet
HD 214823 b,94.43,22 40 19.8703,+31 47 15.3456,19.2,,planet
HD 332231 b,80.85,20 26 57.9179,+33 44 40.0246,0.244,876.0,planet
Kepler-936 b,,19 34 18.6712,+46 44 10.7114,,,planet
Upsilon Andromedae A b,13.47,01 36 48,+41 24 38,1.78,1440.1,planet
Upsilon Andromedae A c,13.47,01 36 48,+41 24 38,10.78,375.6,planet
Upsilon Andromedae A d,13.47,01 36 48,+41 24 38,8.86,218.0,planet
Upsilon Andromedae A e,13.47,01 36 48,+41 24 38,1.059,150.6,planet
Kepler-1525 b,387.252,19 22 14.2805,+49 56 34.8625,,,planet
Kepler-38 (AB) b,1215.8,19 07 19,+42 16 45,,,planet
HD 95544 b,88.02,11 05 18.9816,+81 02 21.0624,6.84,156.5,planet
OGLE-2016-BLG-1227L b,,17 42 23,-33 45 35,0.79,,planet
HD 49674 b,40.7,06 51 30.5163,+40 52 03.9255,0.115,969.8,planet
Kepler-1476 b,1032.1,18 58 07.7045,+43 59 23.7500,,,planet
HD 11977 b,66.5,01 54 56.1320,-67 38 50.2946,6.5,,planet
KMT-2021-BLG-1391L b,5720.0,18 02 44,-28 03 38,0.01432,,planet
Kepler-93 b,96.7,19 25 40.3888,+38 40 20.4113,0.0126,,planet
Kepler-93 c,96.7,19 25 40.3888,+38 40 20.4113,,,planet
Epsilon Indi A b,3.6389,22 03 21.6542294981,-56 47 09.537018193,2.71,,planet
HD 204941 b,27.0,21 32 23.5099,-20 57 26.7196,0.266,117.2,planet
Kepler-388 b,399.01,18 59 18.7297,+44 36 31.4127,,,planet
Kepler-388 c,399.01,18 59 18.7297,+44 36 31.4127,,,planet
K2-277 b,113.53,13 28 03.9915,-15 56 16.1503,,958.0,planet
WASP-82 b,200.0,04 50 38.5586,+01 53 38.1037,1.24,2190.0,planet
Kepler-1620 b,,19 49 05.0158,+46 55 42.3310,,,planet
K2-192 b,257.8,13 46 19.7439,-11 33 22.5211,,,planet
HD 134606 b,26.5,15 15 15.0442,-70 31 10.6439,0.0292,817.0,planet
HD 134606 c,26.5,15 15 15.0442,-70 31 10.6439,0.0382,478.2,planet
HD 134606 d,26.5,15 15 15.0442,-70 31 10.6439,0.121,239.9,planet
Kepler-1348 b,1257.7,19 28 20.9881,+49 47 19.4462,,,planet
Kepler-272 c,758.79,19 56 30.6090,+47 35 37.8159,,,planet
Kepler-272 d,758.79,19 56 30.6090,+47 35 37.8159,,,planet
Kepler-272 b,758.79,19 56 30.6090,+47 35 37.8159,,,planet
HD 142 A b,20.6,00 06 19,-49 04 30,1.25,249.8,planet
HD 142 A c,20.6,00 06 19,-49 04 30,5.3,,planet
Kepler-277 b,951.43,19 06 19.9577,+39 04 37.8616,0.27619,,planet
Kepler-277 c,951.43,19 06 19.9577,+39 04 37.8616,0.20856,,planet
Kepler-1536 b,391.558,19 26 20.4482,+45 42 56.7755,,,planet
Kepler-464 b,680.596,19 39 20.4364,+48 58 56.4926,,,planet
KOI-7913 b,273.24,19 07 00.00,+45 09 31.00,,,planet
Kepler-905 b,537.461,19 20 12.2663,+46 42 48.1664,,,planet
HD 13724 b,43.52,02 12 20.6773,-46 48 58.9566,26.77,,planet
KOI-285 b,367.56,19 16 20.6547,+41 33 46.6526,,934.0,planet
KOI-285 c,367.56,19 16 20.6547,+41 33 46.6526,,748.0,planet
KOI-285 d,367.56,19 16 20.6547,+41 33 46.6526,,608.0,planet
Kepler-1572 b,973.141,18 47 35.3570,+46 43 21.5465,,,planet
Kepler-1280 b,1553.0362,19 34 17.7341,+45 23 04.2912,,,planet
HD 96127 b,483.0,11 05 45.94825,+44 18 05.6092,4.0,,planet
WASP-185 b,275.0,14 16 14.3136,-19 32 32.2084,0.98,1160.0,planet
TOI-2411 b,59.5,01 23 42.00,-08 42 05.00,0.0123,1355.0,planet
WASP-147 b,426.0,23 56 45.9687,-22 09 11.5256,0.275,1404.0,planet
Kepler-674 b,345.638,19 00 42.2888,+50 08 59.2409,,,planet
Kepler-1300 b,794.597,19 16 07.9257,+40 05 12.8003,,,planet
TOI-122 b,62.23,22 11 47.00,-58 56 42.00,0.0277,431.0,planet
TOI-270 b,22.45,04 33 40,-51 57 22,,528.0,planet
TOI-270 c,22.45,04 33 40,-51 57 22,,424.0,planet
TOI-270 d,22.45,04 33 40,-51 57 22,,340.0,planet
TOI-2076 b,41.906,14 29 34.2428,+39 47 25.5449,,870.0,planet
TOI-2076 c,41.906,14 29 34.2428,+39 47 25.5449,,734.0,planet
TOI-2076 d,41.906,14 29 34.2428,+39 47 25.5449,,648.0,planet
TOI-481 b,180.29,07 22 02.9954,-57 23 05.5994,1.53,1370.0,planet
Kepler-603 b,,19 37 07.4362,+42 17 27.3926,,,planet
Kepler-603 c,,19 37 07.4362,+42 17 27.3926,,,planet
