nom,distance,ascension_droite,declinaison,masse,temperature,type
Kepler-603 d,,19 37 07.4362,+42 17 27.3926,,,planet
Kepler-766 b,,19 32 44.2857,+37 58 11.4005,,,planet
Kepler-144 b,385.13,18 47 39.7572,+42 46 31.8438,,,planet
Kepler-144 c,385.13,18 47 39.7572,+42 46 31.8438,,,planet
Kepler-765 b,1110.74,18 52 44.3158,+47 09 20.3795,,,planet
Kepler-1502 b,1581.53,19 44 25.9022,+39 19 11.7224,,,planet
Kepler-1384 b,,19 44 52,+39 31 37,,,planet
FW Tau b,145.0,04 29 30,+26 16 53,10.0,,planet
HD 148164 b,77.37,16 25 44.5337,+11 55 08.6382,1.23,,planet
HD 148164 c,77.37,16 25 44.5337,+11 55 08.6382,5.16,,planet
HATS-11 b,906.0,19 17 36.1800,-22 23 23.7210,0.85,,planet
Kepler-1064 b,,19 26 57.9797,+37 41 19.7172,,,planet
WASP-193 b,362.087,10 57 24,-29 59 50,0.139,1254.0,planet
Kepler-276 c,1559.37,19 34 16.3566,+39 02 10.7072,,,planet
Kepler-276 b,1559.37,19 34 16.3566,+39 02 10.7072,,,planet
Kepler-276 d,1559.37,19 34 16.3566,+39 02 10.7072,,,planet
K2-141 b,61.98,23 23 39.9710,-01 11 21.4507,0.01598,,planet
K2-141 c,61.98,23 23 39.9710,-01 11 21.4507,0.02328,,planet
Kepler-1015 b,755.173,19 31 01.7543,+43 25 36.7574,,,planet
HD 149143 b,63.0,16 32 51.0508,+02 05 05.3814,1.36,1389.4,planet
Kepler-669 b,,19 27 44.6816,+49 15 14.3440,,,planet
HD 185603 b,137.0,19 38 38.7352,+31 13 09.2157,3.518,,planet
HD 8673 b,36.1,01 26 08,+34 34 46,14.2,194.3,planet
Kepler-266 b,1577.36,19 37 56.2536,+44 10 00.9914,,,planet
Kepler-266 c,1577.36,19 37 56.2536,+44 10 00.9914,,,planet
Kepler-944 b,1401.74,19 34 24.3086,+42 22 47.2932,,,planet
Kepler-1287 b,1032.74,19 16 32.3121,+47 03 46.8506,,,planet
KELT-18 b,331.0,14 26 05.7579,+59 26 39.2888,1.18,,planet
HD 95086 b,83.8,10 57 03.0215,-68 40 02.4468,4.4,,planet
Kepler-344 b,1307.52,19 29 59.9116,+46 19 27.8498,,,planet
Kepler-344 c,1307.52,19 29 59.9116,+46 19 27.8498,,,planet
K2-257 b,64.1,12 33 06.8369,-01 57 11.3892,,789.0,planet
CoRoT-26 b,1670.0,18 39 00.1185,+06 58 11.3304,0.52,,planet
Kepler-229 c,949.11,19 07 59.8762,+48 22 32.9167,,,planet
Kepler-229 d,949.11,19 07 59.8762,+48 22 32.9167,,,planet
Kepler-229 b,949.11,19 07 59.8762,+48 22 32.9167,,,planet
Kepler-1132 b,889.838,19 05 28.2103,+48 25 26.1603,,,planet
Kepler-484 b,386.384,18 57 34.6390,+46 14 56.8372,,,planet
HD 213240 A b,40.75,22 31 00,-49 25 59,4.5,,planet
Kepler-1670 b,2198.41,19 21 18,+43 07 19,,,planet
Kepler-1318 b,481.788,19 21 30.3095,+41 09 02.6865,,,planet
GJ 9689 b,30.686,20 13 51.8072,+13 23 19.7141,0.03036,450.0,planet
Kepler-386 c,927.61,19 19 26.1284,+48 41 37.8381,,,planet
Kepler-386 b,927.61,19 19 26.1284,+48 41 37.8381,,,planet
Kepler-562 b,1021.76,19 20 28.7065,+46 16 25.6507,,,planet
Kepler-1982 b,558.855,19 09 38,+39 39 31,0.0012,1282.0,planet
Kepler-268 b,875.31,19 27 54.2839,+38 03 18.2101,,,planet
Kepler-268 c,875.31,19 27 54.2839,+38 03 18.2101,,,planet
Kepler-575 b,875.35,19 07 51.3325,+37 49 46.8968,,,planet
TOI-1235 b,39.63,10 08 52,+69 16 36,0.02174,754.0,planet
Kepler-544 b,990.589,19 36 06.9841,+39 03 06.6075,,,planet
HD 125271 b,39.3466,14 26 35,-81 27 15,11.05674,,planet
Kepler-590 b,1482.36,19 45 32.5297,+48 14 00.3614,,,planet
HD 93963 A b,82.34,10 51 07.00,+25 38 28.00,,2042.0,planet
HD 93963 A c,82.34,10 51 07.00,+25 38 28.00,,1344.0,planet
KMT-2017-BLG-0165L b,4530.0,17 58 36,-28 08 01,0.10698,,planet
Kepler-337 c,674.39,19 20 14.5173,+47 09 50.1943,,,planet
Kepler-337 b,674.39,19 20 14.5173,+47 09 50.1943,,,planet
Kepler-226 c,1017.85,19 29 30.2722,+47 52 51.5795,,,planet
Kepler-226 b,1017.85,19 29 30.2722,+47 52 51.5795,,,planet
Kepler-226 d,1017.85,19 29 30.2722,+47 52 51.5795,,,planet
Kepler-1389 b,504.312,19 02 52.1837,+44 45 30.2644,,,planet
Kepler-1248 b,,19 12 14.2344,+51 21 16.0322,,,planet
HIP 79431 b,14.4,16 12 41.7802,-18 52 31.8112,2.1,146.8,planet
WASP-78 b,550.0,04 15 01.5043,-22 06 59.1039,1.16,2006.7,planet
Kepler-1122 b,1275.35,19 13 07.3364,+46 20 27.1432,,,planet
YBP1194 b,843.0,08 51 00.807,+11 48 52.76,0.3334,,planet
K2-265 b,139.22,22 48 07.5636,-14 29 40.8423,0.02058,,planet
Kepler-1237 b,1096.01,19 42 31.0279,+44 41 26.1857,,,planet
TOI-532 b,134.61,05 40 19.21,+11 33 45.48,0.1935,867.0,planet
HD 167042 b,50.23,18 10 31.64008,+54 17 11.5922,1.7,,planet
Kepler-76 b,842.886,19 36 46.1090,+39 37 08.3407,2.01,,planet
K2-351 b,694.734,13 46 37,-11 48 18,0.022,934.0,planet
HD 37124 b,33.0,05 37 02.4866,+20 43 50.8346,0.675,306.6,planet
HD 37124 c,33.0,05 37 02.4866,+20 43 50.8346,0.652,171.1,planet
HD 37124 d,33.0,05 37 02.4866,+20 43 50.8346,0.696,133.5,planet
Kepler-173 c,809.64,19 38 35.1938,+41 53 02.8679,,,planet
Kepler-173 b,809.64,19 38 35.1938,+41 53 02.8679,,,planet
HD 5891 b,251.0,01 00 33.1924,+20 17 32.9518,7.6,731.8,planet
K2-319 b,210.56,11 07 12,+03 02 24,,641.0,planet
TOI-2583 A b,566.189,18 09 04,+45 20 13,0.25,1456.0,planet
HD 22946 d,62.7792,03 39 17,-42 45 47,0.0836,546.0,planet
HD 22946 b,62.7792,03 39 17,-42 45 47,0.04314,1241.0,planet
HD 22946 c,62.7792,03 39 17,-42 45 47,0.03058,931.0,planet
Kepler-119 b,623.74,19 43 47.1425,+42 39 32.0629,,,planet
Kepler-119 c,623.74,19 43 47.1425,+42 39 32.0629,,,planet
Kepler-1461 b,692.425,19 03 19.3110,+43 11 54.2022,,,planet
Kepler-1254 b,634.115,19 00 41.5974,+48 46 12.0607,,,planet
Kepler-1254 c,634.115,19 00 41.5974,+48 46 12.0607,,,planet
Kepler-1254 d,634.115,19 00 41.5974,+48 46 12.0607,,,planet
TOI-4308 b,108.932,21 51 01,-43 33 45,0.0202,763.05,planet
HD 144899 b,115.665,16 10 17,-47 54 53,0.064,,planet
OGLE-2018-BLG-0596L b,5650.0,17 56 13,-29 11 57,0.04383,,planet
K2-53 b,139.1,16 16 34.0354,-20 24 01.8616,,665.0,planet
Kepler-1173 b,381.199,19 32 31.4632,+45 39 48.7373,,,planet
Kepler-1981 b,659.395,19 11 54,+38 44 25,0.197,390.0,planet
Kepler-1361 b,393.561,18 54 15.6742,+46 54 15.3359,,,planet
Kepler-827 b,,19 39 51.8452,+42 42 30.8316,,,planet
Kepler-849 b,841.893,19 23 24.4340,+48 31 16.8609,,,planet
K2-284 b,107.6,05 16 33.7637,+20 15 18.3644,,653.0,planet
K2-83 b,125.98,03 59 36.3741,+15 33 31.9690,,,planet
K2-83 c,125.98,03 59 36.3741,+15 33 31.9690,,,planet
L 98-59 b,10.623,08 10 08.00,-68 18 47.00,0.0013,627.0,planet
L 98-59 c,10.623,08 10 08.00,-68 18 47.00,0.00698,553.0,planet
L 98-59 d,10.623,08 10 08.00,-68 18 47.00,0.0061,416.0,planet
L 98-59 e,10.623,08 10 08.00,-68 18 47.00,0.00963,432.0,planet
Kepler-137 c,288.7,18 48 32.5207,+43 02 20.7368,,,planet
Kepler-137 b,288.7,18 48 32.5207,+43 02 20.7368,,,planet
Kepler-1333 b,956.938,19 34 06.6284,+41 06 41.1655,,,planet
K2-177 b,459.1,03 40 55.0950,+20 44 09.9058,,,planet
Kepler-369 c,279.57,19 34 41.8097,+47 54 30.2879,,,planet
Kepler-369 b,279.57,19 34 41.8097,+47 54 30.2879,,,planet
HATS-14 b,513.0,20 52 51.7128,-25 41 14.3989,1.07,1276.0,planet
TOI-954 b,235.74,04 07 46,-25 12 32,0.174,1526.0,planet
WASP-145 A b,,21 29 00.90,-58 50 10.1,0.76,1200.0,planet
WASP-109 b,330.0,15 28 13.2214,-16 24 38.6606,0.91,1695.0,planet
Kepler-1144 b,1178.97,19 20 10.3876,+47 15 28.6739,,,planet
K2-80 b,210.0,03 56 08.9997,+13 33 33.4392,,,planet
K2-80 c,210.0,03 56 08.9997,+13 33 33.4392,,,planet
K2-80 d,210.0,03 56 08.9997,+13 33 33.4392,,,planet
Kepler-792 b,1484.78,19 28 01.6376,+38 49 14.5854,,,planet
HD 331093 b,50.1928,19 42 28.8208,+31 44 25.4299,1.5,,planet
Kepler-463 b,399.313,19 55 44.8891,+44 51 28.4806,,,planet
HD 29985 b,31.2707,04 42 05,-33 55 16,5.91997,,planet
Kepler-986 b,557.134,19 32 22.5591,+42 53 47.1695,,,planet
K2-325 b,111.98,23 35 40,-07 41 12,,423.0,planet
K2-26 b,93.0,06 16 49.5753,+24 35 46.7931,,,planet
Kepler-442 b,342.0,19 01 27.9742,+39 16 48.2236,,,planet
Kepler-1457 b,913.325,18 55 04.9407,+42 01 37.9769,,,planet
UZ For (AB) d,239.6,03 35 29,-25 44 22,7.7,127.9,planet
Kepler-1503 b,1267.75,19 34 54.5182,+42 48 24.3209,,,planet
TOI-2285 b,42.409,22 10 15.00,+58 42 22.00,,284.0,planet
HD 154345 b,18.262,17 02 36.4037,+47 04 54.7626,1.15,,planet
K2-244 b,214.0,12 13 52.5346,-03 49 54.8212,,638.0,planet
Kepler-27 b,991.22,19 28 56.8195,+41 05 09.1405,,532.4,planet
Kepler-27 c,991.22,19 28 56.8195,+41 05 09.1405,,418.5,planet
Kepler-1978 b,865.512,19 04 02,+38 00 34,0.0239,676.0,planet
EPIC 220504338 b,553.4,01 17 47.8306,+06 42 08,1.28,,planet
Gl 378 b,14.96,10 02 21.7516,+48 05 19.6871,0.04097,830.0,planet
HD 173416 b,135.0,18 43 36.1094,+36 33 23.7814,2.7,702.5,planet
Kepler-1416 b,975.991,19 54 39.2354,+43 53 38.6885,,,planet
CoRoT-1 b,460.0,06 48 19.1724,-03 06 07.7104,1.03,1898.0,planet
Kepler-1688 b,567.45,19 18 13,+41 17 52,,,planet
Kepler-873 b,1223.39,19 45 36.7598,+51 16 16.8001,,,planet
K2-61 b,452.1,22 38 41.9392,-13 33 36.0507,,,planet
HATS-6 b,172.6,05 52 35.2366,-19 01 53.9705,0.319,712.8,planet
Kepler-1637 b,,18 48 56.8493,+48 09 15.2663,,,planet
WASP-21 b,230.0,23 09 58.2534,+18 23 45.8824,0.276,1333.0,planet
K2-347 b,320.336,08 25 29,+23 17 51,0.0201,640.0,planet
Kepler-1225 b,1401.35,19 22 31.9910,+40 08 13.2003,,,planet
Kepler-157 c,742.16,19 24 23.3283,+38 52 32.1428,,,planet
Kepler-157 b,742.16,19 24 23.3283,+38 52 32.1428,,,planet
Kepler-157 d,742.16,19 24 23.3283,+38 52 32.1428,,,planet
TOI-1728 b,60.8,08 02 27,+64 47 49,0.08426,767.0,planet
HD 101930 b,30.49,11 43 30.1133,-58 00 24.7768,0.3,385.4,planet
HD 176051 b,14.872,18 57 01.60985,+32 54 04.5723,1.5,,planet
WASP-22 b,300.0,03 31 16.3269,-23 49 10.8416,0.588,1297.5,planet
Kepler-1490 b,884.173,19 42 46.4559,+42 36 34.1985,,,planet
CoRoT-20 b,864.0,06 30 52.9022405280,+00 13 36.858471822,4.3,1002.0,planet
CoRoT-20 c,864.0,06 30 52.9022405280,+00 13 36.858471822,17.0,,planet
KOI-523 b,1387.37,19 04 11.3086,+45 03 11.5497,0.01837,,planet
KOI-523 c,1387.37,19 04 11.3086,+45 03 11.5497,0.04625,,planet
Kepler-1404 b,987.849,19 44 02.2672,+50 29 54.1398,,,planet
HIP 54373 b,18.73,11 07 27.7020,-19 17 29.3556,0.02712,,planet
HIP 54373 c,18.73,11 07 27.7020,-19 17 29.3556,0.03914,,planet
Kepler-1561 b,859.328,19 47 41.6604,+43 33 59.2448,,,planet
HD 32518 b,120.6,05 09 36.71904,+69 38 21.8510,3.04,,planet
K2-252 b,229.9,12 09 27.9281,-08 18 34.2591,,639.0,planet
Kepler-605 b,565.643,19 09 10.9001,+43 16 47.5413,,,planet
Kepler-605 c,565.643,19 09 10.9001,+43 16 47.5413,,,planet
WASP-94 A b,180.0,20 55 08,-34 08 08,0.452,,planet
WASP-94 B b,180.0,20 55 08,-34 08 08,0.618,,planet
Kepler-546 b,1050.42,18 53 01.8233,+40 59 25.6963,,,planet
HD 114613 b,20.67,13 12 03.18502,-37 48 10.8901,0.48,,planet
Kepler-922 b,544.751,18 58 55.5557,+49 31 59.4510,,,planet
HD 4760 b,969.5,00 49 39.9018,+06 24 25.7108,13.9,,planet
Kepler-343 b,1091.93,19 27 50.5650,+42 25 58.7624,,,planet
Kepler-343 c,1091.93,19 27 50.5650,+42 25 58.7624,,,planet
CoRoT-22 b,592.0,18 42 40.1113,+06 13 08.9834,0.0383853003178,885.0,planet
Kepler-1711 b,590.268,19 52 43,+42 14 13,0.0137,669.0,planet
EPIC 216468514 b,698.1,18 59 56.4921,-22 17 36.2448,0.84,,planet
HR 5183 b,31.49,13 46 57.1225,+06 21 01.3461,3.23,171.0,planet
Kepler-687 b,645.245,19 17 15.7060,+39 09 11.7769,,,planet
Kepler-94 b,223.0,18 44 46.7441,+47 29 49.7467,0.034099,,planet
Kepler-94 c,223.0,18 44 46.7441,+47 29 49.7467,9.83346,,planet
Kepler-892 b,580.046,18 52 31.1195,+43 53 17.5873,,,planet
Kepler-1409 b,709.019,19 20 20.3424,+51 12 30.9890,,,planet
Gliese 785 b,8.82,20 15 17.3916,-27 01 58.7135,0.05316,331.7,planet
Gliese 785 c,8.82,20 15 17.3916,-27 01 58.7135,0.0754,171.8,planet
Kepler-778 b,963.67,19 09 54.5878,+44 14 14.9877,,,planet
Kepler-768 b,802.053,19 36 27.7599,+38 23 36.4224,,,planet
K2-48 b,316.61,11 44 29.6456,+03 16 20.7355,,,planet
HD 21693 b,32.4,03 27 12.4819,-58 19 25.2482,0.0322,581.9,planet
HD 21693 c,32.4,03 27 12.4819,-58 19 25.2482,0.06472,436.2,planet
2MASS J0951-8023,,09 51 26.90,-80 23 55.30,15.0,1463.0,planet
Kepler-1405 b,1595.41,19 42 44.3671,+39 15 22.0810,,,planet
TOI-2257 b,57.7911,12 58 58.00,+77 39 42.00,0.0179,256.0,planet
HD 10975 b,,01 48 39.00,+37 57 10.00,0.45,,planet
PSR B0329+54 b,504.93,03 32 59.3462,+54 34 45.0479,0.0062,,planet
K2-175 b,224.7,03 30 00.8487,+17 35 03.1291,,,planet
Kepler-1049 b,162.768,19 09 23.2262,+47 46 22.5461,,,planet
Kepler-568 b,131.139,19 52 25.3813,+48 24 04.2678,,,planet
HD 231701 b,108.4,19 32 04.1610,+16 28 27.4411,1.08,436.6,planet
83 Leonis B b,17.79,11 26 45.32180,+03 00 47.1551,0.079,,planet
83 Leonis B c,17.79,11 26 45.32180,+03 00 47.1551,0.36,,planet
HD 145457 b,126.0,16 10 03.9143,+26 44 33.8937,2.9,756.4,planet
HD 109749 A b,59.0,12 37 16,-40 48 43,0.28,1161.9,planet
EPIC 201238110 b,159.98,11 58 49.4307,-03 23 21.8679,,,planet
Kepler-345 c,272.73,19 40 54.9102,+45 58 15.6660,,,planet
Kepler-345 b,272.73,19 40 54.9102,+45 58 15.6660,,,planet
HIP 948 b,34.8523,00 11 43,-39 13 50,20.6,,planet
K2-105 b,220.0,08 21 40.8642,+13 29 51.1194,0.094,,planet
HD 77338 b,40.75,09 01 12.4937,-25 31 37.4333,0.0487583,896.4,planet
EPIC 212297394 b,423.35,13 48 49.4948,-17 36 35.6309,,,planet
HD 6718 b,55.9,01 07 48.6629,-08 14 01.3306,1.56,135.5,planet
BD+49 828 b,447.6,03 02 33.7362,+49 43 47.9632,1.6,,planet
Kepler-1738 b,1302.87,19 44 32,+47 26 20,0.0263,957.0,planet
Kepler-1672 b,395.58,19 51 46,+40 16 43,,,planet
K2-249 b,528.3,12 13 28.0066,-08 59 42.7247,,1061.0,planet
HD 163296 b,122.0,17 56 21.2882,-21 57 21.8723,0.3,,planet
HD 163296 c,122.0,17 56 21.2882,-21 57 21.8723,0.3,,planet
Kepler-443 b,779.0,19 14 26.5362,+49 58 07.0794,,,planet
Kepler-1969 b,1204.54,19 39 08,+49 29 31,0.0109,999.0,planet
Kepler-65 b,306.39,19 14 45,+41 09 04,,,planet
Kepler-65 c,306.39,19 14 45,+41 09 04,,,planet
Kepler-65 d,306.39,19 14 45,+41 09 04,,,planet
Kepler-65 e,306.39,19 14 45,+41 09 04,0.82,,planet
Kepler-1593 b,649.815,20 01 57.1656,+44 27 38.3739,,,planet
GJ 725 B b,3.52,18 42 46.69,+59 37 49.4,0.00378,,planet
NGC 2423 3 b,766.0,07 37 09.2328,-13 54 23.9543,10.6,,planet
HIP 65 A b,61.89,00 00 45,-54 49 51,3.213,1411.0,planet
Kepler-395 c,537.21,19 34 02.6663,+45 08 11.7419,,,planet
Kepler-395 b,537.21,19 34 02.6663,+45 08 11.7419,,,planet
HATS-55 b,620.7,07 37 08.0193,-32 45 19.5157,0.921,1367.0,planet
Kepler-279 c,1287.1,19 09 33.9052,+42 11 41.3572,,,planet
Kepler-279 b,1287.1,19 09 33.9052,+42 11 41.3572,,,planet
Kepler-279 d,1287.1,19 09 33.9052,+42 11 41.3572,,,planet
HD 152581 b,186.0,16 53 43.5825,+11 58 25.4919,1.5,408.1,planet
Kepler-424 b,661.72,19 54 29.9854,+48 34 38.8019,1.03,1143.0,planet
Kepler-424 c,661.72,19 54 29.9854,+48 34 38.8019,6.97,,planet
Gliese 179 b,12.29,04 52 05.7323,+06 28 35.5895,0.82,,planet
Kepler-243 b,808.4,19 00 26.5198,+42 02 02.2047,,,planet
Kepler-243 c,808.4,19 00 26.5198,+42 02 02.2047,,,planet
Kepler-495 b,671.592,19 03 43.3699,+39 05 53.2812,,,planet
Kepler-375 c,1323.46,19 14 28.2907,+48 05 54.1979,,,planet
Kepler-375 b,1323.46,19 14 28.2907,+48 05 54.1979,,,planet
K2-49 b,463.06,11 49 16.8555,+03 28 32.0360,,,planet
HAT-P-53 b,719.0,01 27 29.0645,+38 58 05.2594,1.484,1778.0,planet
WASP-36 b,450.0,08 46 19.2977,-08 01 37.0126,2.279,1554.5,planet
Kepler-1954 b,1373.83,19 52 01,+43 21 17,0.0123,949.0,planet
24 Sex b,74.8,10 23 28.3693,-00 54 08.0771,1.99,,planet
24 Sex c,74.8,10 23 28.3693,-00 54 08.0771,0.86,,planet
Kepler-445 b,90.0,19 54 56.6591,+46 29 54.7963,,,planet
Kepler-445 c,90.0,19 54 56.6591,+46 29 54.7963,,,planet
Kepler-445 d,90.0,19 54 56.6591,+46 29 54.7963,,,planet
HD 108874 b,68.5,12 30 26.8817,+22 52 47.3806,1.36,256.8,planet
HD 108874 c,68.5,12 30 26.8817,+22 52 47.3806,1.018,160.2,planet
Kepler-1388 b,459.664,18 53 20.6548,+47 10 28.2564,,,planet
Kepler-1388 c,459.664,18 53 20.6548,+47 10 28.2564,,,planet
Kepler-1388 d,459.664,18 53 20.6548,+47 10 28.2564,,,planet
Kepler-1388 e,459.664,18 53 20.6548,+47 10 28.2564,,,planet
Kepler-1314 b,141.987,19 36 57.0940,+45 11 50.2650,,,planet
Lupus-TR 3b,2000.0,15 30 18.7,-42 58 41.5,0.81,,planet
Kepler-171 b,854.42,19 47 05.2538,+41 45 19.9900,,,planet
Kepler-171 c,854.42,19 47 05.2538,+41 45 19.9900,,,planet
Kepler-171 d,854.42,19 47 05.2538,+41 45 19.9900,,,planet
HD 55696 b,78.15,07 12 14.9701,-38 10 28.3441,3.87,,planet
Kepler-1884 b,1443.09,19 46 59,+43 02 44,0.0124,864.0,planet
Kepler-1107 b,434.122,19 24 11.9792,+39 08 29.9390,,,planet
Kepler-1031 b,,19 44 21.5414,+48 57 19.4000,,,planet
KIC 7177553 A(ab) b,406.0,18 52 02.914,+42 43 16.52,5.0,,planet
WASP-114 b,460.0,21 50 39.7729,+10 27 46.7111,1.769,,planet
GJ 1132 b,12.62,10 14 51.7783,-47 09 24.1897,0.00522,529.0,planet
GJ 1132 c,12.62,10 14 51.7783,-47 09 24.1897,0.00831,300.0,planet
K2-369 b,185.55,21 58 54,-10 52 30,0.00717,,planet
Kepler-771 b,1451.8,19 09 46.5810,+38 05 18.3470,,,planet
Kepler-1532 b,816.727,19 47 36.6693,+41 11 53.4394,,,planet
Kepler-1618 b,1274.05,19 40 42.0887,+45 55 51.2088,,,planet
Kepler-1234 b,940.822,19 10 05.2927,+51 22 33.1776,,,planet
Kepler-1021 b,828.844,19 40 49.1773,+42 33 34.8149,,,planet
Kepler-255 c,1287.37,19 44 15.4217,+45 58 36.6041,,,planet
Kepler-255 b,1287.37,19 44 15.4217,+45 58 36.6041,,,planet
Kepler-255 d,1287.37,19 44 15.4217,+45 58 36.6041,,,planet
2MASS J0459-2853,38.0,00 59 00.35,-28 53 39.65,8.0,1152.0,planet
Kepler-1710 b,305.193,19 26 44,+37 45 05,0.0325,694.0,planet
HATS-71 b,140.8,01 02 12.2812,-61 45 21.6598,0.45,567.9,planet
BD+45 564 b,53.622,02 11 46.8786,+45 55 27.2985,1.36,,planet
KELT-4A b,210.0,10 28 15.011,+25 34 23.5,0.902,,planet
Kepler-1191 b,982.125,19 26 37.8603,+48 00 33.4584,,,planet
Kepler-1035 b,570.451,19 16 10.1265,+42 52 57.1245,,,planet
WASP-84 b,125.0,08 44 25.7032,+01 51 36.1065,0.7,832.0,planet
TOI-2046 b,,01 04 44.00,+74 19 53.00,2.3,,planet
K2-266 b,77.16,10 31 44.5057,+00 56 15.2683,0.0343,1515.0,planet
K2-266 c,77.16,10 31 44.5057,+00 56 15.2683,0.00091,665.0,planet
K2-266 d,77.16,10 31 44.5057,+00 56 15.2683,0.028,538.0,planet
K2-266 e,77.16,10 31 44.5057,+00 56 15.2683,0.04499,490.0,planet
EPIC 206024342 b,373.81,22 05 06.5341,-14 07 18.0134,,,planet
OGLE-2014-BLG-0124L b,4100.0,18 02 29.21,-28 23 46.5,0.51,,planet
K2-184 b,72.71,08 36 33.6295,+14 27 42.9697,,,planet
SAND364 b,843.0,08 49 56.5208,+11 41 32.989,1.57,,planet
KOI-1612.01,89.0,18 59 08.6846,+48 25 23.5989,,,planet
Kepler-1427 b,,19 41 23.9316,+45 06 52.3905,,,planet
HD 220689 b,44.6,23 25 52.9921,-20 36 57.7012,1.06,149.6,planet
KMT-2021-BLG-1931 b,5720.0,18 02 44.00,-23 03 38.00,0.01432,,planet
Kepler-505 b,285.739,19 11 25.9418,+42 32 33.4489,,,planet
HD 195689 b,205.7,20 31 26.3534,+39 56 19.7651,,,planet
GJ 1265 b,10.26,22 13 42.8628,-17 41 08.6764,0.02328,,planet
HD 137496 b,155.9843,15 26 58.0708,-16 30 31.6785,0.01271,2130.0,planet
HD 137496 c,155.9843,15 26 58.0708,-16 30 31.6785,7.66,370.0,planet
UKIRT-2017-BLG-001L b,6300.0,17 46 36.98,-29 12 40.9,1.28,,planet
Kepler-639 b,871.536,19 28 44.8456,+41 43 37.3521,,,planet
HD 16141 A b,35.9,02 35 19,-03 33 38,0.215,410.3,planet
HD 72490 b,126.79,08 33 36.6520,+13 33 02.8405,1.768,,planet
Kepler-1166 b,646.705,19 21 23.6387,+50 54 10.2208,,,planet
K2-383 b,203.788,18 48 02,-18 22 46,0.00965,,planet
Kepler-608 b,972.952,19 35 31.8973,+44 38 17.1300,,,planet
Kepler-524 b,1091.46,19 47 26.2061,+49 09 43.2916,,,planet
Kepler-524 c,1091.46,19 47 26.2061,+49 09 43.2916,,,planet
HD 10180 b,38.87,01 37 53.5771,-60 30 41.4854,0.00409,,planet
HD 10180 c,38.87,01 37 53.5771,-60 30 41.4854,0.0416,,planet
HD 10180 i,38.87,01 37 53.5771,-60 30 41.4854,0.00598,,planet
HD 10180 d,38.87,01 37 53.5771,-60 30 41.4854,0.0378,,planet
HD 10180 e,38.87,01 37 53.5771,-60 30 41.4854,0.0805,,planet
HD 10180 j,38.87,01 37 53.5771,-60 30 41.4854,0.016,,planet
HD 10180 f,38.87,01 37 53.5771,-60 30 41.4854,0.0722,,planet
HD 10180 g,38.87,01 37 53.5771,-60 30 41.4854,0.0732,,planet
HD 10180 h,38.87,01 37 53.5771,-60 30 41.4854,0.2066,,planet
OGLE-2019-BLG-1492 b,5600.0,18 00 23.00,-28 37 52.00,0.1167,,planet
Kepler-1282 b,1138.95,19 20 42.2767,+46 41 53.9751,,,planet
75 Cet b,81.4,02 32 09.42200,-01 02 05.6236,3.0,,planet
Kepler-1599 b,1380.83,19 04 53.0126,+41 09 04.3975,,,planet
EPIC 206042996 b,457.27,22 30 03.2609,-13 36 36.4158,,,planet
EPIC 228735255 b,340.24,12 32 32.9632,-09 36 27.4958,1.019,,planet
Kepler-1617 b,922.169,19 11 44.9309,+46 25 06.5541,,,planet
K2-381 c,145.701,19 12 06,-21 00 27,0.0147,,planet
K2-381 d,145.701,19 12 06,-21 00 27,0.011,,planet
K2-381 b,145.701,19 12 06,-21 00 27,0.00396,,planet
Kepler-1470 b,600.709,19 14 46.8083,+39 52 59.5010,,,planet
Kepler-162 c,773.85,19 49 06.9402,+43 43 26.4311,,,planet
Kepler-162 b,773.85,19 49 06.9402,+43 43 26.4311,,,planet
HD 181433 b,26.15,19 25 09.5672,-66 28 07.6762,0.0238,660.5,planet
HD 181433 c,26.15,19 25 09.5672,-66 28 07.6762,0.64,141.6,planet
HD 181433 d,26.15,19 25 09.5672,-66 28 07.6762,0.54,107.3,planet
Kepler-637 b,804.246,19 29 40.1378,+41 25 00.6919,,,planet
Kepler-732 b,175.71,18 54 55.6757,+45 57 31.5197,,,planet
Kepler-732 c,175.71,18 54 55.6757,+45 57 31.5197,,,planet
Kepler-269 b,1605.94,19 20 51.6390,+41 46 33.4812,,,planet
Kepler-269 c,1605.94,19 20 51.6390,+41 46 33.4812,,,planet
Kepler-312 c,720.22,19 53 34.9794,+42 27 35.1260,,,planet
Kepler-312 b,720.22,19 53 34.9794,+42 27 35.1260,,,planet
OGLE-TR-113 b,1500.0,10 52 24.2808,-61 26 48.8458,1.26,,planet
K2-405 b,197.234,10 57 30,+12 32 08,0.0596,969.0,planet
Kepler-169 e,443.8,19 03 59.9741,+40 55 09.6111,,,planet
Kepler-169 c,443.8,19 03 59.9741,+40 55 09.6111,,,planet
Kepler-169 b,443.8,19 03 59.9741,+40 55 09.6111,,,planet
Kepler-169 d,443.8,19 03 59.9741,+40 55 09.6111,,,planet
Kepler-169 f,443.8,19 03 59.9741,+40 55 09.6111,,,planet
Kepler-1541 b,421.763,18 55 08.8788,+48 01 46.5038,,,planet
Kepler-1042 b,,19 14 40.5500,+39 49 26.4862,,,planet
KMT-2019-BLG-1216L b,2740.0,17 53 55,-35 08 12,0.094,,planet
Kepler-469 b,,19 49 54,+41 06 51,,,planet
HD 56957 b,61.4925,07 17 18,-40 39 22,5.95712,,planet
